,Date,start hour,start min,end hour,end min,Activity
241,2010-11-16,11,1,11,2,Housekeeping
242,2010-11-16,11,9,11,10,Leave_Home
243,2010-11-16,11,21,11,21,Enter_Home
244,2010-11-16,11,26,11,38,Relax
245,2010-11-16,11,42,11,42,Leave_Home
246,2010-11-16,12,3,12,3,Enter_Home
247,2010-11-16,12,15,13,7,Work
248,2010-11-16,13,23,14,32,Relax
249,2010-11-16,14,32,15,7,Housekeeping
250,2010-11-16,15,10,15,28,Work
251,2010-11-16,15,29,16,48,Relax
252,2010-11-16,16,54,17,30,Meal_Preparation
253,2010-11-16,17,42,17,54,Relax
254,2010-11-16,17,54,17,55,Meal_Preparation
255,2010-11-16,17,55,23,24,Relax
256,2010-11-16,23,42,0,24,Sleeping
257,2010-11-17,0,24,0,25,Bed_to_Toilet
258,2010-11-17,0,25,2,58,Sleeping
259,2010-11-17,2,58,3,1,Bed_to_Toilet
260,2010-11-17,3,2,7,5,Sleeping
261,2010-11-17,7,13,7,20,Meal_Preparation
262,2010-11-17,7,20,7,22,Eating
263,2010-11-17,7,24,7,28,Wash_Dishes
264,2010-11-17,9,1,9,7,Housekeeping
265,2010-11-17,9,7,9,7,Leave_Home
266,2010-11-17,9,8,9,8,Enter_Home
267,2010-11-17,9,31,9,31,Leave_Home
268,2010-11-17,18,48,18,49,Enter_Home
269,2010-11-17,18,53,19,18,Meal_Preparation
270,2010-11-17,19,18,19,35,Eating
271,2010-11-17,19,35,19,37,Wash_Dishes
272,2010-11-17,19,42,0,0,Relax
273,2010-11-18,0,15,5,39,Sleeping
274,2010-11-18,5,39,5,43,Bed_to_Toilet
275,2010-11-18,5,43,9,53,Sleeping
276,2010-11-18,10,1,10,5,Meal_Preparation
277,2010-11-18,10,24,10,36,Relax
278,2010-11-18,11,20,11,31,Housekeeping
279,2010-11-18,11,37,11,37,Leave_Home
280,2010-11-18,11,53,11,53,Enter_Home
281,2010-11-18,11,53,11,53,Leave_Home
282,2010-11-18,15,8,15,8,Enter_Home
283,2010-11-18,15,56,16,31,Work
284,2010-11-18,16,35,19,23,Relax
285,2010-11-18,19,26,19,41,Meal_Preparation
286,2010-11-18,19,42,20,3,Eating
287,2010-11-18,20,3,20,33,Relax
288,2010-11-18,20,35,20,36,Meal_Preparation
289,2010-11-18,20,42,21,1,Eating
290,2010-11-18,21,2,21,3,Wash_Dishes
291,2010-11-18,21,5,23,55,Relax
292,2010-11-20,0,14,0,36,Sleeping
293,2010-11-20,0,36,0,37,Bed_to_Toilet
294,2010-11-20,0,38,3,31,Sleeping
295,2010-11-20,3,31,3,34,Bed_to_Toilet
296,2010-11-20,3,34,8,18,Sleeping
297,2010-11-20,8,20,9,11,Meal_Preparation
298,2010-11-20,9,18,9,22,Work
299,2010-11-20,9,34,9,46,Meal_Preparation
300,2010-11-20,9,46,9,54,Eating
301,2010-11-20,9,55,10,15,Relax
302,2010-11-20,11,0,11,11,Wash_Dishes
303,2010-11-20,11,20,12,9,Relax
304,2010-11-20,12,37,13,5,Work
305,2010-11-20,13,6,13,27,Relax
306,2010-11-20,13,28,13,40,Meal_Preparation
307,2010-11-20,13,50,14,36,Eating
308,2010-11-20,14,45,14,55,Wash_Dishes
309,2010-11-20,16,16,23,37,Relax
310,2010-11-20,23,38,0,17,Sleeping
311,2010-11-21,0,17,0,21,Bed_to_Toilet
312,2010-11-21,0,21,6,17,Sleeping
313,2010-11-21,6,21,6,35,Meal_Preparation
314,2010-11-21,6,36,6,53,Relax
315,2010-11-21,8,11,8,11,Leave_Home
316,2010-11-21,8,14,8,15,Enter_Home
317,2010-11-21,8,16,8,16,Leave_Home
318,2010-11-21,11,0,11,0,Enter_Home
319,2010-11-21,11,53,13,4,Work
320,2010-11-21,13,16,13,28,Relax
321,2010-11-21,13,36,13,36,Leave_Home
322,2010-11-21,13,36,13,36,Enter_Home
323,2010-11-21,13,39,13,39,Leave_Home
324,2010-11-21,14,48,14,48,Enter_Home
325,2010-11-21,14,57,14,58,Leave_Home
326,2010-11-21,15,0,15,0,Enter_Home
327,2010-11-21,15,0,15,0,Leave_Home
328,2010-11-21,15,1,15,1,Enter_Home
329,2010-11-21,15,1,15,1,Leave_Home
330,2010-11-21,15,1,15,1,Enter_Home
331,2010-11-21,15,6,15,6,Leave_Home
332,2010-11-21,15,7,15,7,Enter_Home
333,2010-11-21,15,10,15,10,Leave_Home
334,2010-11-21,15,11,15,11,Enter_Home
335,2010-11-21,15,40,21,24,Relax
336,2010-11-21,21,54,22,19,Sleeping
337,2010-11-21,22,19,22,20,Bed_to_Toilet
338,2010-11-21,22,21,5,44,Sleeping
339,2010-11-22,5,44,5,47,Bed_to_Toilet
340,2010-11-22,5,48,6,32,Sleeping
341,2010-11-22,6,35,7,23,Meal_Preparation
342,2010-11-22,8,36,8,50,Relax
343,2010-11-22,9,18,9,26,Meal_Preparation
344,2010-11-22,9,26,9,30,Eating
345,2010-11-22,9,38,9,48,Wash_Dishes
346,2010-11-22,9,50,17,2,Relax
347,2010-11-22,17,2,17,28,Housekeeping
348,2010-11-22,17,30,18,22,Relax
349,2010-11-22,18,23,18,32,Meal_Preparation
350,2010-11-22,18,34,18,39,Relax
351,2010-11-22,18,41,18,42,Meal_Preparation
352,2010-11-22,18,44,18,49,Relax
353,2010-11-22,18,49,18,50,Meal_Preparation
354,2010-11-22,18,51,0,12,Relax
355,2010-11-23,0,27,5,53,Sleeping
356,2010-11-23,5,53,5,56,Bed_to_Toilet
357,2010-11-23,5,57,8,37,Sleeping
358,2010-11-23,8,44,8,55,Meal_Preparation
359,2010-11-23,8,56,10,21,Relax
360,2010-11-23,11,15,11,15,Leave_Home
361,2010-11-23,12,26,12,26,Enter_Home
362,2010-11-23,12,38,15,47,Relax
363,2010-11-23,15,57,16,0,Housekeeping
364,2010-11-23,16,2,17,13,Relax
365,2010-11-23,17,23,17,27,Work
366,2010-11-23,17,29,23,56,Relax
367,2010-11-24,0,3,0,17,Relax
368,2010-11-24,0,21,0,37,Sleeping
369,2010-11-24,0,37,0,40,Bed_to_Toilet
370,2010-11-24,0,40,5,39,Sleeping
371,2010-11-24,5,39,5,42,Bed_to_Toilet
372,2010-11-24,5,42,8,27,Sleeping
373,2010-11-24,9,13,10,2,Relax
374,2010-11-24,10,44,10,44,Leave_Home
375,2010-11-24,12,26,12,26,Enter_Home
376,2010-11-24,12,28,12,36,Housekeeping
377,2010-11-24,12,36,12,50,Relax
378,2010-11-24,12,50,13,3,Housekeeping
379,2010-11-24,13,7,13,30,Relax
380,2010-11-24,13,32,13,35,Meal_Preparation
381,2010-11-24,13,35,13,47,Eating
382,2010-11-24,13,50,13,50,Leave_Home
383,2010-11-24,13,51,13,51,Enter_Home
384,2010-11-24,14,16,14,16,Leave_Home
385,2010-11-24,15,9,15,9,Enter_Home
386,2010-11-24,15,52,23,43,Relax
387,2010-11-26,0,32,0,44,Relax
388,2010-11-26,0,49,5,51,Sleeping
389,2010-11-26,5,51,5,55,Bed_to_Toilet
390,2010-11-26,5,56,9,2,Sleeping
391,2010-11-26,9,8,9,20,Meal_Preparation
392,2010-11-26,9,21,10,23,Relax
393,2010-11-26,11,21,11,21,Leave_Home
394,2010-11-26,14,0,14,0,Enter_Home
395,2010-11-26,14,4,14,4,Leave_Home
396,2010-11-26,14,5,14,5,Enter_Home
397,2010-11-26,14,24,15,20,Relax
398,2010-11-26,15,23,15,34,Meal_Preparation
399,2010-11-26,15,41,16,7,Eating
400,2010-11-26,16,9,23,44,Relax
401,2010-11-26,23,55,5,24,Sleeping
402,2010-11-28,5,21,5,24,Bed_to_Toilet
403,2010-11-28,5,25,8,18,Sleeping
404,2010-11-28,8,19,8,29,Relax
405,2010-11-28,8,40,9,2,Meal_Preparation
406,2010-11-28,10,22,10,42,Relax
407,2010-11-28,10,43,10,46,Meal_Preparation
408,2010-11-28,10,48,11,11,Eating
409,2010-11-28,14,47,15,48,Housekeeping
410,2010-11-28,17,6,17,54,Meal_Preparation
411,2010-11-28,17,55,21,37,Relax
412,2010-11-28,21,37,21,47,Meal_Preparation
413,2010-11-28,21,47,21,53,Eating
414,2010-11-28,22,1,0,14,Relax
415,2010-11-29,0,34,1,38,Sleeping
416,2010-11-29,1,38,1,39,Bed_to_Toilet
417,2010-11-29,1,39,7,13,Sleeping
418,2010-11-29,7,18,7,31,Meal_Preparation
419,2010-11-29,10,37,10,37,Leave_Home
420,2010-11-29,10,39,10,39,Enter_Home
421,2010-11-29,10,39,10,39,Leave_Home
422,2010-11-29,14,40,14,40,Enter_Home
423,2010-11-29,14,43,15,9,Relax
424,2010-11-29,15,17,15,27,Meal_Preparation
425,2010-11-29,15,28,16,13,Relax
426,2010-11-29,16,55,16,55,Leave_Home
427,2010-11-29,18,29,18,29,Enter_Home
428,2010-11-29,18,37,18,56,Meal_Preparation
429,2010-11-29,18,58,19,10,Relax
430,2010-11-29,19,14,19,16,Meal_Preparation
431,2010-11-29,19,16,19,24,Eating
432,2010-11-29,19,24,21,37,Relax
433,2010-11-29,21,42,21,44,Wash_Dishes
434,2010-11-29,21,44,0,5,Relax
435,2010-11-30,0,17,0,39,Sleeping
436,2010-11-30,0,39,0,40,Bed_to_Toilet
437,2010-11-30,0,40,6,3,Sleeping
438,2010-11-30,6,3,6,6,Bed_to_Toilet
439,2010-11-30,6,6,8,43,Sleeping
440,2010-11-30,8,56,10,25,Meal_Preparation
441,2010-11-30,10,26,10,31,Eating
442,2010-11-30,11,32,11,32,Leave_Home
443,2010-11-30,11,32,11,32,Enter_Home
444,2010-11-30,11,33,11,33,Leave_Home
445,2010-11-30,13,55,13,55,Enter_Home
446,2010-11-30,13,57,14,3,Meal_Preparation
447,2010-11-30,14,3,14,25,Relax
448,2010-11-30,14,32,14,32,Leave_Home
449,2010-11-30,15,12,15,12,Enter_Home
450,2010-11-30,15,21,16,7,Relax
451,2010-11-30,16,12,16,24,Eating
452,2010-11-30,16,35,16,36,Leave_Home
453,2010-11-30,16,44,16,44,Enter_Home
454,2010-11-30,17,16,17,24,Relax
455,2010-11-30,17,26,17,39,Meal_Preparation
456,2010-11-30,17,41,18,4,Relax
457,2010-11-30,18,14,18,24,Eating
458,2010-11-30,18,26,22,25,Relax
459,2010-11-30,22,30,8,51,Sleeping
460,2010-12-01,8,59,9,6,Meal_Preparation
461,2010-12-01,9,6,9,45,Relax
462,2010-12-01,10,4,10,12,Eating
463,2010-12-01,10,15,10,29,Wash_Dishes
464,2010-12-01,11,22,11,22,Leave_Home
465,2010-12-01,13,43,13,43,Enter_Home
466,2010-12-01,13,49,14,47,Relax
467,2010-12-01,14,50,15,30,Housekeeping
468,2010-12-01,16,3,17,45,Relax
469,2010-12-01,17,54,18,10,Meal_Preparation
470,2010-12-01,18,15,18,21,Eating
471,2010-12-01,18,21,18,31,Wash_Dishes
472,2010-12-01,18,32,23,10,Relax
473,2010-12-01,23,29,4,31,Sleeping
474,2010-12-02,4,32,4,36,Bed_to_Toilet
475,2010-12-02,4,36,5,55,Sleeping
476,2010-12-02,5,57,6,9,Meal_Preparation
477,2010-12-02,6,12,6,41,Relax
478,2010-12-02,7,55,7,58,Meal_Preparation
479,2010-12-02,7,58,8,3,Eating
480,2010-12-02,8,31,8,31,Leave_Home
481,2010-12-02,11,14,11,14,Enter_Home
482,2010-12-02,11,43,11,43,Leave_Home
483,2010-12-02,15,30,15,31,Enter_Home
484,2010-12-02,15,32,15,32,Leave_Home
485,2010-12-02,15,32,15,32,Enter_Home
486,2010-12-02,15,49,20,7,Relax
487,2010-12-02,20,8,20,26,Meal_Preparation
488,2010-12-02,20,28,20,46,Eating
489,2010-12-02,20,47,21,45,Relax
490,2010-12-02,21,46,21,50,Wash_Dishes
491,2010-12-02,21,50,0,8,Relax
492,2010-12-03,0,16,0,39,Sleeping
493,2010-12-03,0,40,0,42,Bed_to_Toilet
494,2010-12-03,0,43,8,25,Sleeping
495,2010-12-03,8,36,8,42,Meal_Preparation
496,2010-12-03,8,43,8,49,Relax
497,2010-12-03,8,49,8,51,Meal_Preparation
498,2010-12-03,8,54,9,56,Relax
499,2010-12-03,10,54,10,55,Meal_Preparation
500,2010-12-03,10,55,11,1,Eating
501,2010-12-03,11,12,11,12,Leave_Home
502,2010-12-03,11,15,11,15,Enter_Home
503,2010-12-03,11,21,11,21,Leave_Home
504,2010-12-03,11,21,11,21,Enter_Home
505,2010-12-03,11,33,11,33,Leave_Home
506,2010-12-03,11,33,11,33,Enter_Home
507,2010-12-03,11,34,11,34,Leave_Home
508,2010-12-03,15,59,15,59,Enter_Home
509,2010-12-03,16,15,17,43,Relax
510,2010-12-03,17,48,17,56,Meal_Preparation
511,2010-12-03,17,59,0,2,Relax
512,2010-12-04,0,15,7,31,Sleeping
513,2010-12-04,7,32,7,36,Bed_to_Toilet
514,2010-12-04,7,36,7,48,Sleeping
515,2010-12-04,7,50,8,47,Meal_Preparation
516,2010-12-04,8,51,11,10,Relax
517,2010-12-04,11,18,11,18,Leave_Home
518,2010-12-04,11,18,11,18,Enter_Home
519,2010-12-04,11,30,11,30,Leave_Home
520,2010-12-04,15,54,15,54,Enter_Home
521,2010-12-04,15,55,15,55,Leave_Home
522,2010-12-04,15,55,15,55,Enter_Home
523,2010-12-04,15,56,15,56,Leave_Home
524,2010-12-04,15,56,15,56,Enter_Home
525,2010-12-04,15,58,15,58,Leave_Home
526,2010-12-04,15,58,15,58,Enter_Home
527,2010-12-04,16,29,19,12,Relax
528,2010-12-04,19,12,19,29,Meal_Preparation
529,2010-12-04,19,30,19,43,Eating
530,2010-12-04,19,43,19,47,Wash_Dishes
531,2010-12-04,19,47,22,30,Relax
532,2010-12-04,22,36,22,59,Sleeping
533,2010-12-04,22,59,23,1,Bed_to_Toilet
534,2010-12-04,23,1,4,35,Sleeping
535,2010-12-05,4,35,4,39,Bed_to_Toilet
536,2010-12-05,4,39,5,57,Sleeping
537,2010-12-05,5,59,6,20,Meal_Preparation
538,2010-12-05,6,22,6,48,Relax
539,2010-12-05,8,14,8,14,Leave_Home
540,2010-12-05,11,1,11,1,Enter_Home
541,2010-12-05,11,30,11,30,Leave_Home
542,2010-12-05,11,31,11,31,Enter_Home
543,2010-12-05,11,31,16,52,Work
544,2010-12-05,17,24,18,5,Meal_Preparation
545,2010-12-05,18,12,22,3,Relax
546,2010-12-05,22,18,4,18,Sleeping
547,2010-12-06,4,19,4,22,Bed_to_Toilet
548,2010-12-06,4,22,6,52,Sleeping
549,2010-12-06,8,15,8,15,Leave_Home
550,2010-12-06,8,29,8,29,Enter_Home
551,2010-12-06,8,43,9,47,Relax
552,2010-12-06,9,47,9,49,Meal_Preparation
553,2010-12-06,9,54,10,5,Relax
554,2010-12-06,10,6,10,13,Meal_Preparation
555,2010-12-06,10,15,10,20,Eating
556,2010-12-06,11,42,11,42,Leave_Home
557,2010-12-06,13,37,13,38,Enter_Home
558,2010-12-06,13,45,13,45,Leave_Home
559,2010-12-06,14,2,14,2,Enter_Home
560,2010-12-06,14,3,14,12,Meal_Preparation
561,2010-12-06,14,12,14,36,Relax
562,2010-12-06,15,32,16,29,Work
563,2010-12-06,16,34,23,20,Relax
564,2010-12-06,23,49,0,20,Sleeping
565,2010-12-07,0,20,0,23,Bed_to_Toilet
566,2010-12-07,0,23,5,15,Sleeping
567,2010-12-07,5,15,5,17,Bed_to_Toilet
568,2010-12-07,5,17,8,19,Sleeping
569,2010-12-07,8,34,8,52,Meal_Preparation
570,2010-12-07,8,52,10,6,Relax
571,2010-12-07,10,12,10,18,Meal_Preparation
572,2010-12-07,10,18,10,24,Eating
573,2010-12-07,11,39,11,39,Leave_Home
574,2010-12-07,14,35,14,35,Enter_Home
575,2010-12-07,14,41,14,41,Leave_Home
576,2010-12-07,14,42,14,42,Enter_Home
577,2010-12-07,14,51,14,51,Leave_Home
578,2010-12-07,15,16,15,17,Enter_Home
579,2010-12-07,15,24,15,39,Meal_Preparation
580,2010-12-07,15,40,15,53,Eating
581,2010-12-07,16,27,16,54,Wash_Dishes
582,2010-12-07,17,1,17,34,Meal_Preparation
583,2010-12-07,17,34,17,44,Eating
584,2010-12-07,18,38,18,39,Leave_Home
585,2010-12-07,18,39,18,39,Enter_Home
586,2010-12-07,18,39,18,39,Leave_Home
587,2010-12-07,18,40,18,40,Enter_Home
588,2010-12-07,18,48,22,28,Relax
589,2010-12-07,22,40,4,5,Sleeping
590,2010-12-08,4,5,4,7,Bed_to_Toilet
591,2010-12-08,4,8,8,48,Sleeping
