,Date,start time,Activity,end time,duration
124,2010-11-08,11:45:44.937428,Enter_Home,11:45:48.932829,0 days 00:00:03.995401000
125,2010-11-08,11:46:08.320128,Leave_Home,11:46:08.702748,0 days 00:00:00.382620000
126,2010-11-08,13:46:28.65365,Enter_Home,13:46:43.441837,0 days 00:00:14.788187000
127,2010-11-08,13:58:31.614718,Meal_Preparation,14:06:07.105189,0 days 00:01:54.211632000
128,2010-11-08,14:06:15.423694,Eating,14:16:31.421845,0 days 00:10:15.998151000
129,2010-11-08,14:16:39.751108,Wash_Dishes,14:17:13.045627,0 days 00:00:33.294519000
130,2010-11-08,14:18:33.193917,Relax,16:14:22.236456,0 days 00:40:43.005572000
131,2010-11-08,16:31:39.516294,Housekeeping,16:40:02.500047,0 days 00:08:22.983753000
132,2010-11-08,16:42:31.01625,Leave_Home,16:42:35.689572,0 days 00:00:04.673322000
133,2010-11-08,16:56:49.231873,Enter_Home,16:56:54.053092,0 days 00:00:04.821219000
134,2010-11-08,17:09:23.08148,Work,17:10:17.865662,0 days 00:00:54.784182000
135,2010-11-08,17:25:02.276922,Leave_Home,17:25:15.349142,0 days 00:00:13.072220000
136,2010-11-08,17:33:06.880179,Enter_Home,17:33:11.712821,0 days 00:00:04.832642000
137,2010-11-08,17:33:30.221051,Work,18:04:32.99547,0 days 00:05:43.197718000
138,2010-11-08,18:06:26.507968,Relax,18:40:25.09419,0 days 00:33:58.586222000
139,2010-11-08,18:40:52.068229,Meal_Preparation,18:44:52.960217,0 days 00:02:25.211813000
140,2010-11-08,18:45:02.388028,Eating,18:54:49.472404,0 days 00:09:47.084376000
141,2010-11-08,18:58:10.053754,Relax,23:44:58.534781,0 days 00:19:09.484911000
142,2010-11-08,23:54:38.878674,Sleeping,00:30:28.196151,0 days 00:35:49.317477000
143,2010-11-09,00:30:32.314798,Bed_to_Toilet,00:32:54.868485,0 days 00:02:22.553687000
144,2010-11-09,00:33:12.725408,Sleeping,05:31:19.687641,0 days 04:58:06.962233000
145,2010-11-09,05:31:30.888221,Bed_to_Toilet,05:34:08.785188,0 days 00:02:37.896967000
146,2010-11-09,05:34:57.482141,Sleeping,08:39:58.539925,0 days 03:05:01.057784000
147,2010-11-09,08:46:52.121832,Meal_Preparation,09:11:00.465309,0 days 00:08:25.836185000
148,2010-11-09,09:11:50.019671,Relax,09:38:41.84304,0 days 00:11:32.497936000
149,2010-11-09,09:49:07.92758,Meal_Preparation,09:54:00.365887,0 days 00:03:29.764745000
150,2010-11-09,10:12:07.503478,Housekeeping,10:13:40.175418,0 days 00:01:32.671940000
151,2010-11-09,10:13:43.88319,Relax,10:23:28.722459,0 days 00:04:20.030368000
152,2010-11-09,10:24:01.271014,Housekeeping,11:32:39.604103,0 days 01:08:38.333089000
153,2010-11-09,11:34:08.955554,Leave_Home,11:34:14.011124,0 days 00:00:05.055570000
154,2010-11-09,11:36:36.675812,Enter_Home,11:36:41.283918,0 days 00:00:04.608106000
155,2010-11-09,11:41:42.069308,Leave_Home,11:41:46.482382,0 days 00:00:04.413074000
156,2010-11-09,13:47:23.047404,Enter_Home,13:47:28.062445,0 days 00:00:05.015041000
157,2010-11-09,13:47:37.712245,Eating,13:53:41.466364,0 days 00:06:03.754119000
158,2010-11-09,13:53:43.518502,Meal_Preparation,14:00:07.313702,0 days 00:02:24.574413000
159,2010-11-09,14:00:12.325108,Eating,14:08:35.143155,0 days 00:08:22.818047000
160,2010-11-09,14:08:45.389392,Relax,14:47:27.149145,0 days 00:06:16.546552000
161,2010-11-09,14:55:55.303188,Leave_Home,14:55:59.720855,0 days 00:00:04.417667000
162,2010-11-09,15:12:34.19129,Enter_Home,15:12:45.897423,0 days 00:00:11.706133000
163,2010-11-09,15:29:54.704294,Relax,16:24:09.65911,0 days 00:04:55.516038000
164,2010-11-09,17:48:01.047018,Meal_Preparation,18:06:36.73941,0 days 00:12:16.007596000
165,2010-11-09,18:06:45.636065,Eating,18:10:01.352728,0 days 00:03:15.716663000
166,2010-11-09,18:10:03.831302,Meal_Preparation,18:11:50.389407,0 days 00:01:46.558105000
167,2010-11-09,18:12:17.28905,Eating,19:01:21.91149,0 days 00:07:45.394142000
168,2010-11-09,19:02:07.264951,Wash_Dishes,19:10:41.954102,0 days 00:01:58.988760000
169,2010-11-09,19:17:56.674108,Work,20:41:22.831217,0 days 01:23:26.157109000
170,2010-11-09,20:47:48.450608,Relax,23:56:08.523442,0 days 00:06:44.283311000
171,2010-11-09,23:58:54.632904,Sleeping,00:00:05.651914,0 days 00:01:11.019010000
172,2010-11-10,00:09:31.789028,Sleeping,06:41:22.490407,0 days 06:31:50.701379000
173,2010-11-10,06:49:05.709143,Meal_Preparation,06:59:08.522332,0 days 00:10:02.813189000
174,2010-11-10,07:09:34.85202,Relax,07:25:55.601744,0 days 00:16:20.749724000
175,2010-11-10,07:28:14.353376,Meal_Preparation,07:29:15.972733,0 days 00:01:01.619357000
176,2010-11-10,07:30:09.401971,Relax,07:52:39.268138,0 days 00:22:29.866167000
177,2010-11-10,09:11:03.119121,Meal_Preparation,09:12:44.706099,0 days 00:01:41.586978000
178,2010-11-10,09:23:09.800579,Eating,09:29:04.902663,0 days 00:05:55.102084000
179,2010-11-10,09:39:57.126699,Leave_Home,09:40:01.514272,0 days 00:00:04.387573000
180,2010-11-10,17:39:33.534339,Enter_Home,17:39:41.216062,0 days 00:00:07.681723000
181,2010-11-10,18:11:20.190298,Meal_Preparation,18:28:01.002073,0 days 00:06:38.111712000
182,2010-11-10,18:28:50.456987,Eating,18:34:32.06548,0 days 00:05:41.608493000
183,2010-11-10,18:34:37.736245,Meal_Preparation,18:42:50.438237,0 days 00:08:12.701992000
184,2010-11-10,18:42:54.092155,Eating,18:53:30.347313,0 days 00:10:36.255158000
185,2010-11-10,19:01:49.782752,Relax,23:14:47.16263,0 days 00:10:29.872708000
186,2010-11-10,23:27:01.311306,Sleeping,05:13:53.86183,0 days 05:46:52.550524000
187,2010-11-11,05:13:58.821109,Bed_to_Toilet,05:16:28.261014,0 days 00:02:29.439905000
188,2010-11-11,05:16:35.591647,Sleeping,08:40:02.470947,0 days 03:23:26.879300000
189,2010-11-11,08:45:49.437596,Meal_Preparation,09:34:53.115622,0 days 00:09:24.876900000
190,2010-11-11,09:36:26.64247,Relax,09:51:34.892392,0 days 00:15:08.249922000
191,2010-11-11,09:52:07.049471,Work,09:53:14.082215,0 days 00:01:07.032744000
192,2010-11-11,09:57:49.474192,Meal_Preparation,10:07:10.759503,0 days 00:09:21.285311000
193,2010-11-11,10:07:37.847335,Eating,10:13:37.640651,0 days 00:05:59.793316000
194,2010-11-11,10:58:46.941822,Work,11:08:18.222138,0 days 00:09:31.280316000
195,2010-11-11,11:42:21.171465,Leave_Home,11:42:28.82673,0 days 00:00:07.655265000
196,2010-11-11,13:25:56.338867,Enter_Home,13:26:00.813557,0 days 00:00:04.474690000
197,2010-11-11,13:38:39.905647,Meal_Preparation,13:44:17.938952,0 days 00:05:38.033305000
198,2010-11-11,13:44:19.019213,Eating,13:52:16.239233,0 days 00:07:57.220020000
199,2010-11-11,13:57:04.663163,Relax,14:04:19.242492,0 days 00:07:14.579329000
200,2010-11-11,14:16:42.745099,Leave_Home,14:16:50.343741,0 days 00:00:07.598642000
201,2010-11-11,15:48:12.843945,Enter_Home,15:48:16.967001,0 days 00:00:04.123056000
202,2010-11-11,16:37:14.7004,Relax,19:44:34.371218,0 days 00:28:58.371490000
203,2010-11-11,19:57:55.013904,Meal_Preparation,20:00:48.132994,0 days 00:02:53.119090000
204,2010-11-11,20:05:21.358428,Relax,20:25:38.831939,0 days 00:20:17.473511000
205,2010-11-11,20:26:15.914823,Meal_Preparation,20:33:49.537926,0 days 00:01:01.544304000
206,2010-11-11,20:39:58.010314,Relax,20:51:07.802395,0 days 00:11:09.792081000
207,2010-11-11,20:52:25.484649,Meal_Preparation,20:53:04.723031,0 days 00:00:39.238382000
208,2010-11-11,21:02:07.230018,Work,21:22:06.418958,0 days 00:19:59.188940000
209,2010-11-11,21:22:27.333215,Meal_Preparation,21:23:29.195631,0 days 00:01:01.862416000
210,2010-11-11,21:24:03.050847,Relax,22:04:23.328047,0 days 00:40:20.277200000
211,2010-11-11,22:04:51.425642,Meal_Preparation,22:05:24.735201,0 days 00:00:33.309559000
212,2010-11-11,22:10:59.689887,Eating,22:24:14.708406,0 days 00:04:33.620233000
213,2010-11-11,22:40:27.73276,Sleeping,04:31:34.826655,0 days 05:51:07.093895000
214,2010-11-12,04:31:41.818859,Bed_to_Toilet,04:35:07.429031,0 days 00:03:25.610172000
215,2010-11-12,04:35:27.32216,Sleeping,08:13:41.655346,0 days 03:38:14.333186000
216,2010-11-12,08:27:36.340929,Meal_Preparation,08:51:32.841741,0 days 00:08:13.272249000
217,2010-11-12,08:52:32.123452,Relax,08:56:07.499941,0 days 00:03:35.376489000
218,2010-11-12,08:56:16.610413,Meal_Preparation,09:02:55.45608,0 days 00:06:38.845667000
219,2010-11-12,09:09:24.821474,Relax,09:44:27.305358,0 days 00:35:02.483884000
220,2010-11-12,10:06:52.301458,Meal_Preparation,10:32:26.758042,0 days 00:03:43.112627000
221,2010-11-12,10:37:55.724892,Eating,10:42:58.504102,0 days 00:05:02.779210000
222,2010-11-12,11:20:00.003069,Work,11:23:46.759039,0 days 00:03:46.755970000
223,2010-11-12,11:46:02.357588,Leave_Home,11:46:07.117334,0 days 00:00:04.759746000
224,2010-11-12,11:46:12.380361,Enter_Home,11:46:17.081377,0 days 00:00:04.701016000
225,2010-11-12,11:46:31.671941,Leave_Home,11:46:36.034292,0 days 00:00:04.362351000
226,2010-11-12,13:43:49.151516,Enter_Home,13:43:55.380126,0 days 00:00:06.228610000
227,2010-11-12,13:48:28.86742,Leave_Home,13:48:32.082747,0 days 00:00:03.215327000
228,2010-11-12,13:48:47.36436,Enter_Home,13:48:50.823997,0 days 00:00:03.459637000
229,2010-11-12,13:50:35.700848,Meal_Preparation,13:51:31.551697,0 days 00:00:55.850849000
230,2010-11-12,13:51:36.817131,Eating,14:03:02.763764,0 days 00:11:25.946633000
231,2010-11-12,14:21:49.357559,Leave_Home,14:21:53.925919,0 days 00:00:04.568360000
232,2010-11-12,15:12:29.629842,Enter_Home,15:12:33.90039,0 days 00:00:04.270548000
233,2010-11-12,15:23:03.964003,Work,15:56:34.634259,0 days 00:33:30.670256000
234,2010-11-12,15:57:41.247861,Housekeeping,16:09:35.43623,0 days 00:11:54.188369000
235,2010-11-12,16:10:45.180456,Work,16:38:02.664415,0 days 00:19:54.423996000
236,2010-11-12,16:39:04.831954,Meal_Preparation,16:40:00.105879,0 days 00:00:55.273925000
237,2010-11-12,16:42:51.955623,Leave_Home,16:42:58.003724,0 days 00:00:06.048101000
238,2010-11-12,16:43:09.469571,Enter_Home,16:43:13.445106,0 days 00:00:03.975535000
239,2010-11-12,16:43:20.192576,Meal_Preparation,16:44:21.655105,0 days 00:01:01.462529000
240,2010-11-12,16:45:34.509412,Eating,16:54:33.155886,0 days 00:08:58.646474000
241,2010-11-12,16:56:03.340698,Relax,23:41:35.863015,0 days 01:49:03.581469000
242,2010-11-12,23:56:52.10504,Sleeping,05:16:37.811402,0 days 05:19:45.706362000
243,2010-11-13,05:17:05.045679,Bed_to_Toilet,05:20:52.478511,0 days 00:03:47.432832000
244,2010-11-13,05:22:36.016359,Sleeping,08:54:13.759934,0 days 03:31:37.743575000
245,2010-11-13,08:57:07.95895,Meal_Preparation,09:29:03.202745,0 days 00:10:24.620161000
246,2010-11-13,09:50:34.478864,Relax,13:50:57.194265,0 days 00:04:17.203271000
247,2010-11-13,14:02:16.722362,Meal_Preparation,14:06:09.939803,0 days 00:03:53.217441000
248,2010-11-13,14:06:25.247248,Eating,14:14:19.830409,0 days 00:07:54.583161000
249,2010-11-13,14:18:50.125537,Relax,15:47:40.552426,0 days 00:44:50.587064000
250,2010-11-13,16:01:39.630821,Work,18:09:53.045522,0 days 00:44:58.692215000
251,2010-11-13,18:10:04.293244,Meal_Preparation,19:06:16.624975,0 days 00:04:13.021965000
252,2010-11-13,19:07:47.783006,Eating,19:20:03.301215,0 days 00:12:15.518209000
253,2010-11-13,19:20:39.854661,Wash_Dishes,19:22:00.084999,0 days 00:01:20.230338000
254,2010-11-13,19:33:04.167246,Relax,22:25:47.509504,0 days 00:02:59.724247000
255,2010-11-13,22:38:42.711766,Sleeping,06:02:01.813091,0 days 07:23:19.101325000
256,2010-11-14,06:10:26.891235,Meal_Preparation,06:27:57.825015,0 days 00:10:58.736269000
257,2010-11-14,06:28:35.05535,Eating,06:36:26.137579,0 days 00:07:51.082229000
258,2010-11-14,06:37:31.265286,Wash_Dishes,06:40:29.385573,0 days 00:02:58.120287000
259,2010-11-14,06:40:42.976826,Relax,08:18:42.95474,0 days 00:07:26.246352000
260,2010-11-14,08:20:05.829219,Leave_Home,08:20:10.254495,0 days 00:00:04.425276000
261,2010-11-14,12:02:35.399566,Enter_Home,12:02:39.500811,0 days 00:00:04.101245000
262,2010-11-14,12:04:56.744572,Relax,12:23:56.054716,0 days 00:18:59.310144000
263,2010-11-14,17:28:33.202314,Meal_Preparation,17:36:50.912503,0 days 00:08:17.710189000
264,2010-11-14,17:57:43.635992,Relax,18:10:54.90184,0 days 00:13:11.265848000
265,2010-11-14,18:11:11.00068,Meal_Preparation,18:16:28.498036,0 days 00:05:17.497356000
266,2010-11-14,18:16:46.548676,Relax,18:27:18.139836,0 days 00:10:31.591160000
267,2010-11-14,18:32:17.530641,Meal_Preparation,18:33:19.461671,0 days 00:01:01.931030000
268,2010-11-14,18:33:23.481093,Relax,19:27:48.512411,0 days 00:54:25.031318000
269,2010-11-14,19:28:11.265343,Meal_Preparation,19:29:24.855293,0 days 00:01:13.589950000
270,2010-11-14,19:29:29.823569,Relax,23:44:29.923735,0 days 00:51:26.188936000
271,2010-11-14,23:54:59.536321,Sleeping,05:32:10.699768,0 days 05:37:11.163447000
272,2010-11-15,05:32:17.493645,Bed_to_Toilet,05:35:44.973115,0 days 00:03:27.479470000
273,2010-11-15,05:35:52.238869,Sleeping,07:33:01.787337,0 days 01:57:09.548468000
274,2010-11-15,07:39:10.736423,Meal_Preparation,08:28:10.331848,0 days 00:12:00.020994000
275,2010-11-15,09:03:02.011753,Relax,10:21:12.611724,0 days 00:04:16.562277000
276,2010-11-15,10:21:31.332582,Work,10:27:51.513197,0 days 00:06:20.180615000
277,2010-11-15,10:36:33.750943,Housekeeping,10:39:45.385258,0 days 00:03:11.634315000
278,2010-11-15,10:41:25.625569,Leave_Home,10:41:31.841666,0 days 00:00:06.216097000
279,2010-11-15,11:46:40.691029,Enter_Home,11:46:45.101997,0 days 00:00:04.410968000
280,2010-11-15,11:52:04.818859,Leave_Home,11:52:08.334308,0 days 00:00:03.515449000
281,2010-11-15,14:48:12.186509,Enter_Home,14:48:16.924201,0 days 00:00:04.737692000
282,2010-11-15,14:49:50.766899,Leave_Home,14:49:55.242736,0 days 00:00:04.475837000
283,2010-11-15,14:50:27.417497,Enter_Home,14:50:33.596446,0 days 00:00:06.178949000
284,2010-11-15,14:59:22.365105,Leave_Home,14:59:26.728011,0 days 00:00:04.362906000
285,2010-11-15,14:59:57.799491,Enter_Home,15:00:03.840358,0 days 00:00:06.040867000
286,2010-11-15,15:02:46.45054,Leave_Home,15:02:51.180458,0 days 00:00:04.729918000
287,2010-11-15,15:03:17.910485,Enter_Home,15:03:23.452378,0 days 00:00:05.541893000
288,2010-11-15,15:04:26.723132,Leave_Home,15:04:31.060109,0 days 00:00:04.336977000
289,2010-11-15,15:04:58.501398,Enter_Home,15:05:04.131572,0 days 00:00:05.630174000
290,2010-11-15,15:05:20.74067,Leave_Home,15:05:25.101932,0 days 00:00:04.361262000
291,2010-11-15,15:06:15.295007,Enter_Home,15:06:19.392599,0 days 00:00:04.097592000
292,2010-11-15,15:06:39.934184,Meal_Preparation,15:08:15.82192,0 days 00:01:35.887736000
293,2010-11-15,15:08:40.603755,Eating,15:39:41.718045,0 days 00:21:07.845734000
294,2010-11-15,15:39:44.060309,Wash_Dishes,15:46:59.161771,0 days 00:07:15.101462000
