,Date,start hour,start min,end hour,end min,Activity
243,2010-11-13,5,17,5,20,Bed_to_Toilet
244,2010-11-13,5,22,8,54,Sleeping
245,2010-11-13,8,57,9,29,Meal_Preparation
246,2010-11-13,9,50,13,50,Relax
247,2010-11-13,14,2,14,6,Meal_Preparation
248,2010-11-13,14,6,14,14,Eating
249,2010-11-13,14,18,15,47,Relax
250,2010-11-13,16,1,18,9,Work
251,2010-11-13,18,10,19,6,Meal_Preparation
252,2010-11-13,19,7,19,20,Eating
253,2010-11-13,19,20,19,22,Wash_Dishes
254,2010-11-13,19,33,22,25,Relax
255,2010-11-13,22,38,6,2,Sleeping
256,2010-11-14,6,10,6,27,Meal_Preparation
257,2010-11-14,6,28,6,36,Eating
258,2010-11-14,6,37,6,40,Wash_Dishes
259,2010-11-14,6,40,8,18,Relax
260,2010-11-14,8,20,8,20,Leave_Home
261,2010-11-14,12,2,12,2,Enter_Home
262,2010-11-14,12,4,12,23,Relax
263,2010-11-14,17,28,17,36,Meal_Preparation
264,2010-11-14,17,57,18,10,Relax
265,2010-11-14,18,11,18,16,Meal_Preparation
266,2010-11-14,18,16,18,27,Relax
267,2010-11-14,18,32,18,33,Meal_Preparation
268,2010-11-14,18,33,19,27,Relax
269,2010-11-14,19,28,19,29,Meal_Preparation
270,2010-11-14,19,29,23,44,Relax
271,2010-11-14,23,54,5,32,Sleeping
272,2010-11-15,5,32,5,35,Bed_to_Toilet
273,2010-11-15,5,35,7,33,Sleeping
274,2010-11-15,7,39,8,28,Meal_Preparation
275,2010-11-15,9,3,10,21,Relax
276,2010-11-15,10,21,10,27,Work
277,2010-11-15,10,36,10,39,Housekeeping
278,2010-11-15,10,41,10,41,Leave_Home
279,2010-11-15,11,46,11,46,Enter_Home
280,2010-11-15,11,52,11,52,Leave_Home
281,2010-11-15,14,48,14,48,Enter_Home
282,2010-11-15,14,49,14,49,Leave_Home
283,2010-11-15,14,50,14,50,Enter_Home
284,2010-11-15,14,59,14,59,Leave_Home
285,2010-11-15,14,59,15,0,Enter_Home
286,2010-11-15,15,2,15,2,Leave_Home
287,2010-11-15,15,3,15,3,Enter_Home
288,2010-11-15,15,4,15,4,Leave_Home
289,2010-11-15,15,4,15,5,Enter_Home
290,2010-11-15,15,5,15,5,Leave_Home
291,2010-11-15,15,6,15,6,Enter_Home
292,2010-11-15,15,6,15,8,Meal_Preparation
293,2010-11-15,15,8,15,39,Eating
294,2010-11-15,15,39,15,46,Wash_Dishes
295,2010-11-15,15,58,16,8,Relax
296,2010-11-15,16,15,16,15,Leave_Home
297,2010-11-15,19,8,19,8,Enter_Home
298,2010-11-15,19,15,19,30,Meal_Preparation
299,2010-11-15,19,31,19,39,Eating
300,2010-11-15,19,42,22,0,Relax
301,2010-11-15,23,48,0,37,Sleeping
302,2010-11-16,0,37,0,39,Bed_to_Toilet
303,2010-11-16,0,39,8,48,Sleeping
304,2010-11-16,9,1,9,16,Meal_Preparation
305,2010-11-16,9,17,9,32,Relax
306,2010-11-16,9,32,9,36,Meal_Preparation
307,2010-11-16,9,36,9,51,Relax
308,2010-11-16,9,51,9,52,Meal_Preparation
309,2010-11-16,9,52,10,3,Eating
310,2010-11-16,10,13,10,19,Wash_Dishes
311,2010-11-16,11,1,11,2,Housekeeping
312,2010-11-16,11,9,11,10,Leave_Home
313,2010-11-16,11,21,11,21,Enter_Home
314,2010-11-16,11,26,11,38,Relax
315,2010-11-16,11,42,11,42,Leave_Home
316,2010-11-16,12,3,12,3,Enter_Home
317,2010-11-16,12,15,13,7,Work
318,2010-11-16,13,23,14,32,Relax
319,2010-11-16,14,32,15,7,Housekeeping
320,2010-11-16,15,10,15,28,Work
321,2010-11-16,15,29,16,48,Relax
322,2010-11-16,16,54,17,30,Meal_Preparation
323,2010-11-16,17,42,17,54,Relax
324,2010-11-16,17,54,17,55,Meal_Preparation
325,2010-11-16,17,55,23,24,Relax
326,2010-11-16,23,42,0,24,Sleeping
327,2010-11-17,0,24,0,25,Bed_to_Toilet
328,2010-11-17,0,25,2,58,Sleeping
329,2010-11-17,2,58,3,1,Bed_to_Toilet
330,2010-11-17,3,2,7,5,Sleeping
331,2010-11-17,7,13,7,20,Meal_Preparation
332,2010-11-17,7,20,7,22,Eating
333,2010-11-17,7,24,7,28,Wash_Dishes
334,2010-11-17,9,1,9,7,Housekeeping
335,2010-11-17,9,7,9,7,Leave_Home
336,2010-11-17,9,8,9,8,Enter_Home
337,2010-11-17,9,31,9,31,Leave_Home
338,2010-11-17,18,48,18,49,Enter_Home
339,2010-11-17,18,53,19,18,Meal_Preparation
340,2010-11-17,19,18,19,35,Eating
341,2010-11-17,19,35,19,37,Wash_Dishes
342,2010-11-17,19,42,0,0,Relax
343,2010-11-18,0,15,5,39,Sleeping
344,2010-11-18,5,39,5,43,Bed_to_Toilet
345,2010-11-18,5,43,9,53,Sleeping
346,2010-11-18,10,1,10,5,Meal_Preparation
347,2010-11-18,10,24,10,36,Relax
348,2010-11-18,11,20,11,31,Housekeeping
349,2010-11-18,11,37,11,37,Leave_Home
350,2010-11-18,11,53,11,53,Enter_Home
351,2010-11-18,11,53,11,53,Leave_Home
352,2010-11-18,15,8,15,8,Enter_Home
353,2010-11-18,15,56,16,31,Work
354,2010-11-18,16,35,19,23,Relax
355,2010-11-18,19,26,19,41,Meal_Preparation
356,2010-11-18,19,42,20,3,Eating
357,2010-11-18,20,3,20,33,Relax
358,2010-11-18,20,35,20,36,Meal_Preparation
359,2010-11-18,20,42,21,1,Eating
360,2010-11-18,21,2,21,3,Wash_Dishes
361,2010-11-18,21,5,23,55,Relax
362,2010-11-19,0,54,7,40,Sleeping
363,2010-11-19,7,54,8,44,Meal_Preparation
364,2010-11-19,8,59,9,59,Relax
365,2010-11-19,10,1,10,19,Eating
366,2010-11-19,11,43,11,43,Leave_Home
367,2010-11-19,15,29,15,29,Enter_Home
368,2010-11-19,15,30,0,6,Relax
369,2010-11-20,0,14,0,36,Sleeping
370,2010-11-20,0,36,0,37,Bed_to_Toilet
371,2010-11-20,0,38,3,31,Sleeping
372,2010-11-20,3,31,3,34,Bed_to_Toilet
373,2010-11-20,3,34,8,18,Sleeping
374,2010-11-20,8,20,9,11,Meal_Preparation
375,2010-11-20,9,18,9,22,Work
376,2010-11-20,9,34,9,46,Meal_Preparation
377,2010-11-20,9,46,9,54,Eating
378,2010-11-20,9,55,10,15,Relax
379,2010-11-20,11,0,11,11,Wash_Dishes
380,2010-11-20,11,20,12,9,Relax
381,2010-11-20,12,37,13,5,Work
382,2010-11-20,13,6,13,27,Relax
383,2010-11-20,13,28,13,40,Meal_Preparation
384,2010-11-20,13,50,14,36,Eating
385,2010-11-20,14,45,14,55,Wash_Dishes
386,2010-11-20,16,16,23,37,Relax
387,2010-11-20,23,38,0,17,Sleeping
388,2010-11-21,0,17,0,21,Bed_to_Toilet
389,2010-11-21,0,21,6,17,Sleeping
390,2010-11-21,6,21,6,35,Meal_Preparation
391,2010-11-21,6,36,6,53,Relax
392,2010-11-21,8,11,8,11,Leave_Home
393,2010-11-21,8,14,8,15,Enter_Home
394,2010-11-21,8,16,8,16,Leave_Home
395,2010-11-21,11,0,11,0,Enter_Home
396,2010-11-21,11,53,13,4,Work
397,2010-11-21,13,16,13,28,Relax
398,2010-11-21,13,36,13,36,Leave_Home
399,2010-11-21,13,36,13,36,Enter_Home
400,2010-11-21,13,39,13,39,Leave_Home
401,2010-11-21,14,48,14,48,Enter_Home
402,2010-11-21,14,57,14,58,Leave_Home
403,2010-11-21,15,0,15,0,Enter_Home
404,2010-11-21,15,0,15,0,Leave_Home
405,2010-11-21,15,1,15,1,Enter_Home
406,2010-11-21,15,1,15,1,Leave_Home
407,2010-11-21,15,1,15,1,Enter_Home
408,2010-11-21,15,6,15,6,Leave_Home
409,2010-11-21,15,7,15,7,Enter_Home
410,2010-11-21,15,10,15,10,Leave_Home
411,2010-11-21,15,11,15,11,Enter_Home
412,2010-11-21,15,40,21,24,Relax
413,2010-11-21,21,54,22,19,Sleeping
414,2010-11-21,22,19,22,20,Bed_to_Toilet
415,2010-11-21,22,21,5,44,Sleeping
416,2010-11-22,5,44,5,47,Bed_to_Toilet
417,2010-11-22,5,48,6,32,Sleeping
418,2010-11-22,6,35,7,23,Meal_Preparation
419,2010-11-22,8,36,8,50,Relax
420,2010-11-22,9,18,9,26,Meal_Preparation
421,2010-11-22,9,26,9,30,Eating
422,2010-11-22,9,38,9,48,Wash_Dishes
423,2010-11-22,9,50,17,2,Relax
424,2010-11-22,17,2,17,28,Housekeeping
425,2010-11-22,17,30,18,22,Relax
426,2010-11-22,18,23,18,32,Meal_Preparation
427,2010-11-22,18,34,18,39,Relax
428,2010-11-22,18,41,18,42,Meal_Preparation
429,2010-11-22,18,44,18,49,Relax
430,2010-11-22,18,49,18,50,Meal_Preparation
431,2010-11-22,18,51,0,12,Relax
432,2010-11-23,0,27,5,53,Sleeping
433,2010-11-23,5,53,5,56,Bed_to_Toilet
434,2010-11-23,5,57,8,37,Sleeping
435,2010-11-23,8,44,8,55,Meal_Preparation
436,2010-11-23,8,56,10,21,Relax
437,2010-11-23,11,15,11,15,Leave_Home
438,2010-11-23,12,26,12,26,Enter_Home
439,2010-11-23,12,38,15,47,Relax
440,2010-11-23,15,57,16,0,Housekeeping
441,2010-11-23,16,2,17,13,Relax
442,2010-11-23,17,23,17,27,Work
443,2010-11-23,17,29,23,56,Relax
444,2010-11-24,0,3,0,17,Relax
445,2010-11-24,0,21,0,37,Sleeping
446,2010-11-24,0,37,0,40,Bed_to_Toilet
447,2010-11-24,0,40,5,39,Sleeping
448,2010-11-24,5,39,5,42,Bed_to_Toilet
449,2010-11-24,5,42,8,27,Sleeping
450,2010-11-24,9,13,10,2,Relax
451,2010-11-24,10,44,10,44,Leave_Home
452,2010-11-24,12,26,12,26,Enter_Home
453,2010-11-24,12,28,12,36,Housekeeping
454,2010-11-24,12,36,12,50,Relax
455,2010-11-24,12,50,13,3,Housekeeping
456,2010-11-24,13,7,13,30,Relax
457,2010-11-24,13,32,13,35,Meal_Preparation
458,2010-11-24,13,35,13,47,Eating
459,2010-11-24,13,50,13,50,Leave_Home
460,2010-11-24,13,51,13,51,Enter_Home
461,2010-11-24,14,16,14,16,Leave_Home
462,2010-11-24,15,9,15,9,Enter_Home
463,2010-11-24,15,52,23,43,Relax
464,2010-11-26,0,32,0,44,Relax
465,2010-11-26,0,49,5,51,Sleeping
466,2010-11-26,5,51,5,55,Bed_to_Toilet
467,2010-11-26,5,56,9,2,Sleeping
468,2010-11-26,9,8,9,20,Meal_Preparation
469,2010-11-26,9,21,10,23,Relax
470,2010-11-26,11,21,11,21,Leave_Home
471,2010-11-26,14,0,14,0,Enter_Home
472,2010-11-26,14,4,14,4,Leave_Home
473,2010-11-26,14,5,14,5,Enter_Home
474,2010-11-26,14,24,15,20,Relax
475,2010-11-26,15,23,15,34,Meal_Preparation
476,2010-11-26,15,41,16,7,Eating
477,2010-11-26,16,9,23,44,Relax
478,2010-11-26,23,55,5,24,Sleeping
479,2010-11-27,5,24,5,28,Bed_to_Toilet
480,2010-11-27,5,29,8,53,Sleeping
481,2010-11-27,8,58,9,30,Meal_Preparation
482,2010-11-27,9,41,17,54,Relax
483,2010-11-27,17,54,18,10,Meal_Preparation
484,2010-11-27,18,22,23,23,Relax
485,2010-11-27,23,31,23,44,Sleeping
486,2010-11-27,23,44,23,45,Bed_to_Toilet
487,2010-11-27,23,46,5,21,Sleeping
488,2010-11-28,5,21,5,24,Bed_to_Toilet
489,2010-11-28,5,25,8,18,Sleeping
490,2010-11-28,8,19,8,29,Relax
491,2010-11-28,8,40,9,2,Meal_Preparation
492,2010-11-28,10,22,10,42,Relax
493,2010-11-28,10,43,10,46,Meal_Preparation
494,2010-11-28,10,48,11,11,Eating
495,2010-11-28,14,47,15,48,Housekeeping
496,2010-11-28,17,6,17,54,Meal_Preparation
497,2010-11-28,17,55,21,37,Relax
498,2010-11-28,21,37,21,47,Meal_Preparation
499,2010-11-28,21,47,21,53,Eating
500,2010-11-28,22,1,0,14,Relax
501,2010-11-29,0,34,1,38,Sleeping
502,2010-11-29,1,38,1,39,Bed_to_Toilet
503,2010-11-29,1,39,7,13,Sleeping
504,2010-11-29,7,18,7,31,Meal_Preparation
505,2010-11-29,10,37,10,37,Leave_Home
506,2010-11-29,10,39,10,39,Enter_Home
507,2010-11-29,10,39,10,39,Leave_Home
508,2010-11-29,14,40,14,40,Enter_Home
509,2010-11-29,14,43,15,9,Relax
510,2010-11-29,15,17,15,27,Meal_Preparation
511,2010-11-29,15,28,16,13,Relax
512,2010-11-29,16,55,16,55,Leave_Home
513,2010-11-29,18,29,18,29,Enter_Home
514,2010-11-29,18,37,18,56,Meal_Preparation
515,2010-11-29,18,58,19,10,Relax
516,2010-11-29,19,14,19,16,Meal_Preparation
517,2010-11-29,19,16,19,24,Eating
518,2010-11-29,19,24,21,37,Relax
519,2010-11-29,21,42,21,44,Wash_Dishes
520,2010-11-29,21,44,0,5,Relax
521,2010-11-30,0,17,0,39,Sleeping
522,2010-11-30,0,39,0,40,Bed_to_Toilet
523,2010-11-30,0,40,6,3,Sleeping
524,2010-11-30,6,3,6,6,Bed_to_Toilet
525,2010-11-30,6,6,8,43,Sleeping
526,2010-11-30,8,56,10,25,Meal_Preparation
527,2010-11-30,10,26,10,31,Eating
528,2010-11-30,11,32,11,32,Leave_Home
529,2010-11-30,11,32,11,32,Enter_Home
530,2010-11-30,11,33,11,33,Leave_Home
531,2010-11-30,13,55,13,55,Enter_Home
532,2010-11-30,13,57,14,3,Meal_Preparation
533,2010-11-30,14,3,14,25,Relax
534,2010-11-30,14,32,14,32,Leave_Home
535,2010-11-30,15,12,15,12,Enter_Home
536,2010-11-30,15,21,16,7,Relax
537,2010-11-30,16,12,16,24,Eating
538,2010-11-30,16,35,16,36,Leave_Home
539,2010-11-30,16,44,16,44,Enter_Home
540,2010-11-30,17,16,17,24,Relax
541,2010-11-30,17,26,17,39,Meal_Preparation
542,2010-11-30,17,41,18,4,Relax
543,2010-11-30,18,14,18,24,Eating
544,2010-11-30,18,26,22,25,Relax
545,2010-11-30,22,30,8,51,Sleeping
546,2010-12-01,8,59,9,6,Meal_Preparation
547,2010-12-01,9,6,9,45,Relax
548,2010-12-01,10,4,10,12,Eating
549,2010-12-01,10,15,10,29,Wash_Dishes
550,2010-12-01,11,22,11,22,Leave_Home
551,2010-12-01,13,43,13,43,Enter_Home
552,2010-12-01,13,49,14,47,Relax
553,2010-12-01,14,50,15,30,Housekeeping
554,2010-12-01,16,3,17,45,Relax
555,2010-12-01,17,54,18,10,Meal_Preparation
556,2010-12-01,18,15,18,21,Eating
557,2010-12-01,18,21,18,31,Wash_Dishes
558,2010-12-01,18,32,23,10,Relax
559,2010-12-01,23,29,4,31,Sleeping
560,2010-12-02,4,32,4,36,Bed_to_Toilet
561,2010-12-02,4,36,5,55,Sleeping
562,2010-12-02,5,57,6,9,Meal_Preparation
563,2010-12-02,6,12,6,41,Relax
564,2010-12-02,7,55,7,58,Meal_Preparation
565,2010-12-02,7,58,8,3,Eating
566,2010-12-02,8,31,8,31,Leave_Home
567,2010-12-02,11,14,11,14,Enter_Home
568,2010-12-02,11,43,11,43,Leave_Home
569,2010-12-02,15,30,15,31,Enter_Home
570,2010-12-02,15,32,15,32,Leave_Home
571,2010-12-02,15,32,15,32,Enter_Home
572,2010-12-02,15,49,20,7,Relax
573,2010-12-02,20,8,20,26,Meal_Preparation
574,2010-12-02,20,28,20,46,Eating
575,2010-12-02,20,47,21,45,Relax
576,2010-12-02,21,46,21,50,Wash_Dishes
577,2010-12-02,21,50,0,8,Relax
578,2010-12-03,0,16,0,39,Sleeping
579,2010-12-03,0,40,0,42,Bed_to_Toilet
580,2010-12-03,0,43,8,25,Sleeping
581,2010-12-03,8,36,8,42,Meal_Preparation
582,2010-12-03,8,43,8,49,Relax
583,2010-12-03,8,49,8,51,Meal_Preparation
584,2010-12-03,8,54,9,56,Relax
585,2010-12-03,10,54,10,55,Meal_Preparation
586,2010-12-03,10,55,11,1,Eating
587,2010-12-03,11,12,11,12,Leave_Home
588,2010-12-03,11,15,11,15,Enter_Home
589,2010-12-03,11,21,11,21,Leave_Home
590,2010-12-03,11,21,11,21,Enter_Home
591,2010-12-03,11,33,11,33,Leave_Home
592,2010-12-03,11,33,11,33,Enter_Home
593,2010-12-03,11,34,11,34,Leave_Home
594,2010-12-03,15,59,15,59,Enter_Home
