,Date,start time,Activity,end time
389,2010-11-15,11:46:40.691029,Enter_Home,11:46:45.101997
390,2010-11-15,11:52:04.818859,Leave_Home,11:52:08.334308
391,2010-11-15,14:48:12.186509,Enter_Home,14:48:16.924201
392,2010-11-15,14:49:50.766899,Leave_Home,14:49:55.242736
393,2010-11-15,14:50:27.417497,Enter_Home,14:50:33.596446
394,2010-11-15,14:59:22.365105,Leave_Home,14:59:26.728011
395,2010-11-15,14:59:57.799491,Enter_Home,15:00:03.840358
396,2010-11-15,15:02:46.45054,Leave_Home,15:02:51.180458
397,2010-11-15,15:03:17.910485,Enter_Home,15:03:23.452378
398,2010-11-15,15:04:26.723132,Leave_Home,15:04:31.060109
399,2010-11-15,15:04:58.501398,Enter_Home,15:05:04.131572
400,2010-11-15,15:05:20.74067,Leave_Home,15:05:25.101932
401,2010-11-15,15:06:15.295007,Enter_Home,15:06:19.392599
402,2010-11-15,15:06:39.934184,Meal_Preparation,15:08:15.82192
403,2010-11-15,15:08:40.603755,Eating,15:39:41.718045
405,2010-11-15,15:39:44.060309,Wash_Dishes,15:46:59.161771
406,2010-11-15,15:58:53.904584,Relax,16:08:19.549128
407,2010-11-15,16:15:38.335629,Leave_Home,16:15:55.816824
408,2010-11-15,19:08:13.322756,Enter_Home,19:08:20.760142
409,2010-11-15,19:15:39.900204,Meal_Preparation,19:30:08.014357
410,2010-11-15,19:31:35.680228,Eating,19:39:29.36059
411,2010-11-15,19:42:05.094365,Relax,22:00:14.781191
415,2010-11-15,23:48:36.126353,Sleeping,00:37:22.799856
416,2010-11-16,00:37:28.060166,Bed_to_Toilet,00:39:25.601099
417,2010-11-16,00:39:27.333743,Sleeping,08:48:00.604924
418,2010-11-16,09:01:35.759114,Meal_Preparation,09:16:26.406803
419,2010-11-16,09:17:40.195724,Relax,09:32:34.461037
420,2010-11-16,09:32:48.281556,Meal_Preparation,09:36:03.786369
421,2010-11-16,09:36:33.843356,Relax,09:51:39.372916
422,2010-11-16,09:51:40.763032,Meal_Preparation,09:52:25.175101
423,2010-11-16,09:52:59.200389,Eating,10:03:23.142926
424,2010-11-16,10:13:29.461224,Wash_Dishes,10:19:18.591937
425,2010-11-16,11:01:22.581529,Housekeeping,11:02:54.746164
426,2010-11-16,11:09:29.975746,Leave_Home,11:10:01.465828
427,2010-11-16,11:21:05.471131,Enter_Home,11:21:10.666237
428,2010-11-16,11:26:18.542285,Relax,11:38:28.994368
430,2010-11-16,11:42:45.579017,Leave_Home,11:42:50.869594
431,2010-11-16,12:03:51.692727,Enter_Home,12:03:56.432934
432,2010-11-16,12:15:22.075327,Work,13:07:02.75012
433,2010-11-16,13:23:21.962656,Relax,14:32:21.653917
438,2010-11-16,14:32:42.514702,Housekeeping,15:07:33.385623
439,2010-11-16,15:10:04.835261,Work,15:28:28.646841
440,2010-11-16,15:29:10.642248,Relax,16:48:23.054368
442,2010-11-16,16:54:37.325541,Meal_Preparation,17:30:47.442333
444,2010-11-16,17:42:58.08211,Relax,17:54:19.422107
445,2010-11-16,17:54:23.825081,Meal_Preparation,17:55:24.533659
446,2010-11-16,17:55:41.262109,Relax,23:24:46.432285
451,2010-11-16,23:42:17.576636,Sleeping,00:24:31.221929
452,2010-11-17,00:24:31.61693,Bed_to_Toilet,00:25:21.633567
453,2010-11-17,00:25:31.639218,Sleeping,02:58:48.320949
454,2010-11-17,02:58:56.283216,Bed_to_Toilet,03:01:58.145534
455,2010-11-17,03:02:04.83184,Sleeping,07:05:51.999115
456,2010-11-17,07:13:00.684382,Meal_Preparation,07:20:37.478152
457,2010-11-17,07:20:47.136331,Eating,07:22:18.630025
458,2010-11-17,07:24:18.512538,Wash_Dishes,07:28:49.942954
459,2010-11-17,09:01:30.495935,Housekeeping,09:07:10.98327
460,2010-11-17,09:07:53.045536,Leave_Home,09:07:56.227607
461,2010-11-17,09:08:41.468229,Enter_Home,09:08:46.112203
462,2010-11-17,09:31:37.985419,Leave_Home,09:31:41.372816
463,2010-11-17,18:48:56.441396,Enter_Home,18:49:09.189473
464,2010-11-17,18:53:36.534731,Meal_Preparation,19:18:05.245183
466,2010-11-17,19:18:14.206923,Eating,19:35:24.28439
467,2010-11-17,19:35:37.835098,Wash_Dishes,19:37:57.185636
468,2010-11-17,19:42:24.875195,Relax,00:00:18.845171
473,2010-11-18,00:15:56.085055,Sleeping,05:39:26.194182
474,2010-11-18,05:39:30.235604,Bed_to_Toilet,05:43:50.7796
475,2010-11-18,05:43:59.402815,Sleeping,09:53:32.813207
476,2010-11-18,10:01:20.454266,Meal_Preparation,10:05:45.117147
477,2010-11-18,10:24:15.519595,Relax,10:36:59.098763
479,2010-11-18,11:20:16.854368,Housekeeping,11:31:26.186261
480,2010-11-18,11:37:15.912294,Leave_Home,11:37:20.645349
481,2010-11-18,11:53:00.927874,Enter_Home,11:53:05.61913
482,2010-11-18,11:53:30.941583,Leave_Home,11:53:38.79802
483,2010-11-18,15:08:16.025853,Enter_Home,15:08:20.951726
484,2010-11-18,15:56:10.469959,Work,16:31:30.929406
485,2010-11-18,16:35:20.164559,Relax,19:23:36.242829
494,2010-11-18,19:26:25.274197,Meal_Preparation,19:41:24.936076
496,2010-11-18,19:42:34.001669,Eating,20:03:01.98328
497,2010-11-18,20:03:26.869862,Relax,20:33:49.842841
498,2010-11-18,20:35:37.63173,Meal_Preparation,20:36:49.265216
499,2010-11-18,20:42:38.177495,Eating,21:01:38.46948
500,2010-11-18,21:02:28.42483,Wash_Dishes,21:03:26.291727
501,2010-11-18,21:05:36.465818,Relax,23:55:37.505851
504,2010-11-19,00:54:26.88763,Sleeping,07:40:48.264265
505,2010-11-19,07:54:58.962654,Meal_Preparation,08:44:34.154159
508,2010-11-19,08:59:36.515221,Relax,09:59:57.334422
509,2010-11-19,10:01:18.532926,Eating,10:19:23.272462
510,2010-11-19,11:43:41.335693,Leave_Home,11:43:46.065275
511,2010-11-19,15:29:17.854473,Enter_Home,15:29:22.585498
512,2010-11-19,15:30:39.886096,Relax,00:06:29.280115
522,2010-11-20,00:14:53.913945,Sleeping,00:36:11.091096
523,2010-11-20,00:36:14.715188,Bed_to_Toilet,00:37:05.903139
524,2010-11-20,00:38:21.385784,Sleeping,03:31:15.70209
525,2010-11-20,03:31:23.569485,Bed_to_Toilet,03:34:38.579317
526,2010-11-20,03:34:49.005425,Sleeping,08:18:22.813029
527,2010-11-20,08:20:27.952391,Meal_Preparation,09:11:14.442366
530,2010-11-20,09:18:21.50214,Work,09:22:52.153656
531,2010-11-20,09:34:36.779585,Meal_Preparation,09:46:29.050813
532,2010-11-20,09:46:33.781376,Eating,09:54:06.571282
533,2010-11-20,09:55:07.734269,Relax,10:15:31.325286
534,2010-11-20,11:00:48.836167,Wash_Dishes,11:11:11.016157
535,2010-11-20,11:20:10.112081,Relax,12:09:14.681032
536,2010-11-20,12:37:21.529308,Work,13:05:53.509864
539,2010-11-20,13:06:09.181854,Relax,13:27:29.069938
540,2010-11-20,13:28:47.060853,Meal_Preparation,13:40:32.92226
542,2010-11-20,13:50:30.90483,Eating,14:36:35.642935
543,2010-11-20,14:45:18.3605,Wash_Dishes,14:55:01.304498
544,2010-11-20,16:16:54.002955,Relax,23:37:39.264105
552,2010-11-20,23:38:52.930719,Sleeping,00:17:48.801555
553,2010-11-21,00:17:52.486717,Bed_to_Toilet,00:21:09.771305
554,2010-11-21,00:21:13.516923,Sleeping,06:17:19.041843
555,2010-11-21,06:21:26.200128,Meal_Preparation,06:35:37.672002
556,2010-11-21,06:36:41.520307,Relax,06:53:05.922061
557,2010-11-21,08:11:26.490653,Leave_Home,08:11:30.812044
558,2010-11-21,08:14:59.795677,Enter_Home,08:15:04.934833
559,2010-11-21,08:16:30.104806,Leave_Home,08:16:34.359689
560,2010-11-21,11:00:15.294295,Enter_Home,11:00:19.168571
561,2010-11-21,11:53:44.327425,Work,13:04:44.91382
562,2010-11-21,13:16:37.799206,Relax,13:28:20.160214
563,2010-11-21,13:36:33.653177,Leave_Home,13:36:39.068657
564,2010-11-21,13:36:41.261296,Enter_Home,13:36:46.291488
565,2010-11-21,13:39:15.871018,Leave_Home,13:39:19.974578
566,2010-11-21,14:48:34.050661,Enter_Home,14:48:40.127606
567,2010-11-21,14:57:59.383117,Leave_Home,14:58:04.561031
568,2010-11-21,15:00:12.291196,Enter_Home,15:00:17.265826
569,2010-11-21,15:00:33.83205,Leave_Home,15:00:37.684828
570,2010-11-21,15:01:11.717687,Enter_Home,15:01:17.30005
571,2010-11-21,15:01:29.574266,Leave_Home,15:01:33.991044
572,2010-11-21,15:01:44.827961,Enter_Home,15:01:49.238819
573,2010-11-21,15:06:27.636976,Leave_Home,15:06:32.131575
574,2010-11-21,15:07:48.367902,Enter_Home,15:07:52.717765
575,2010-11-21,15:10:22.202193,Leave_Home,15:10:27.676884
576,2010-11-21,15:11:45.713265,Enter_Home,15:11:57.109426
577,2010-11-21,15:40:13.224952,Relax,21:24:55.506372
584,2010-11-21,21:54:07.735104,Sleeping,22:19:37.14004
585,2010-11-21,22:19:38.516703,Bed_to_Toilet,22:20:53.075808
586,2010-11-21,22:21:20.500668,Sleeping,05:44:08.491612
587,2010-11-22,05:44:20.244593,Bed_to_Toilet,05:47:35.208851
588,2010-11-22,05:48:39.109227,Sleeping,06:32:51.694199
